,Pancreatic Neuroendocrine Tumor,Cartilage Disease,Multiple Sclerosis,Parkinson Disease,Bronchopulmonary Dysplasia,Melanoma,COVID-19,Hypertension,Prostate Cancer,Colorectal Cancer,Bladder Cancer,Clear Cell Renal Cell Carcinoma,Neurodegenerative Disease,Breast Cancer,Idiopathic Nephrotic Syndrome,Alzheimer Disease,Alcoholic Chronic Pancreatitis,Hepatocellular Carcinoma,Dilated Cardiomyopathy,Laryngeal Squamous Cell Carcinoma,Hearing Loss,Systemic Lupus Erythematosus,Endocervical Adenocarcinoma,Multiple Myeloma,Myocardial Infarction,Spinal Cord Injury,Traumatic Brain,Papillary Thyroid Carcinoma,Irritable Bowel Syndrome,Non-Alcoholic Fatty Liver Disease,Lung Adenocarcinoma,IgA Nephropathy,Age-Related Macular Degeneration,Oxygen-Induced Retinopathy,Uv-Induced Skin Injury,Oral Submucous Fibrosis,Acute Pancreatitis,Amyotrophic Lateral Sclerosis,Hypopharynx Cancer,Chronic Lymphocytic Leukemia,Head And Neck Squamous Cell Carcinoma,Colon Cancer,Gastric Cancer,Stroke,Osteoporosis,Gastric Carcinoma,Atopic Dermatitis,Osteoarthritis,Fusarium Head Blight,Atherosclerosis,Pancreatic Ductal Adenocarcinoma,Respiratory Syncytial Virus Infection,Intracranial Aneurysm,Oral Squamous Cell Carcinoma,Lung Cancer,Ovarian Cancer,Deafness,Leber Hereditary Optic Neuropathy,Coronary Artery Disease,Acute Lung Injury
Laryngeal Squamous Cell Carcinoma,0.13624678663239073,0.04559270516717325,0.022900763358778626,0.018072289156626505,0.0634441087613293,0.22796352583586627,0.015197568389057751,0.027190332326283987,0.08396946564885496,0.06628242074927954,0.13624678663239073,0.157001414427157,0.04559270516717325,0.2440944881889764,0.013533834586466165,0.018072289156626505,0.027190332326283987,0.18863049095607234,0.017857142857142856,1.0,0.018072289156626505,0.03836317135549872,0.17048977061376316,0.08,0.018072289156626505,0.04559270516717325,0.027190332326283987,0.13533834586466165,0.04559270516717325,0.016483516483516484,0.22084367245657568,0.018072289156626505,0.013166144200626959,0.027190332326283987,0.08307692307692308,0.04559270516717325,0.027190332326283987,0.018072289156626505,0.09565217391304348,0.07692307692307693,0.3556701030927835,0.057034220532319393,0.13624678663239073,0.03896103896103896,0.013533834586466165,0.2674698795180723,0.024930747922437674,0.013533834586466165,0.015197568389057751,0.013533834586466165,0.14713896457765668,0.027692307692307693,0.01652892561983471,0.34772182254196643,0.27901234567901234,0.07913669064748201,0.006024096385542169,0.013533834586466165,0.027190332326283987,0.10638297872340426
Hearing Loss,0.04823151125401929,0.05976095617529881,0.06666666666666667,0.05511811023622047,0.03557312252964427,0.0199203187250996,0.0199203187250996,0.03557312252964427,0.02857142857142857,0.022304832713754646,0.04823151125401929,0.016333938294010888,0.1394422310756972,0.0891089108910891,0.01768172888015717,0.05511811023622047,0.03557312252964427,0.016181229773462782,0.023255813953488372,0.018072289156626505,1.0,0.04792332268370607,0.013066871637202153,0.046583850931677016,0.023622047244094488,0.1394422310756972,0.08300395256916997,0.012461059190031152,0.05976095617529881,0.02097902097902098,0.015384615384615385,0.023622047244094488,0.05845674201091192,0.17786561264822134,0.10931174089068826,0.05976095617529881,0.03557312252964427,0.05511811023622047,0.033707865168539325,0.02564102564102564,0.0064516129032258064,0.02843601895734597,0.04823151125401929,0.08794788273615635,0.01768172888015717,0.026706231454005934,0.03180212014134275,0.01768172888015717,0.0199203187250996,0.01768172888015717,0.01384083044982699,0.03643724696356275,0.03859649122807018,0.02654867256637168,0.045871559633027525,0.02654867256637168,0.007874015748031496,0.0412573673870334,0.03557312252964427,0.05976095617529881
Systemic Lupus Erythematosus,0.06486486486486487,0.3870967741935484,0.12299465240641712,0.04792332268370607,0.057692307692307696,0.025806451612903226,0.025806451612903226,0.057692307692307696,0.0481283422459893,0.04573170731707317,0.06486486486486487,0.04035874439461883,0.07741935483870968,0.09944751381215469,0.0430622009569378,0.04792332268370607,0.057692307692307696,0.03804347826086957,0.0473186119873817,0.03836317135549872,0.04792332268370607,1.0,0.034482758620689655,0.06299212598425197,0.04792332268370607,0.07741935483870968,0.057692307692307696,0.034210526315789476,0.07741935483870968,0.043478260869565216,0.036458333333333336,0.04792332268370607,0.037524687294272545,0.057692307692307696,0.11764705882352941,0.07741935483870968,0.057692307692307696,0.04792332268370607,0.05521472392638037,0.05853658536585366,0.013550135501355014,0.047936085219707054,0.06486486486486487,0.06557377049180328,0.215311004784689,0.045454545454545456,0.08187134502923976,0.215311004784689,0.025806451612903226,0.0430622009569378,0.03735632183908046,0.0392156862745098,0.0436046511627907,0.04522613065326633,0.06217616580310881,0.04522613065326633,0.01597444089456869,0.0430622009569378,0.057692307692307696,0.07741935483870968
Endocervical Adenocarcinoma,0.1249182472204055,0.041117145073700546,0.018770226537216828,0.013066871637202153,0.02235929067077872,0.23273855702094648,0.015515903801396431,0.02235929067077872,0.1378640776699029,0.05216752387950037,0.1249182472204055,0.14491708723864455,0.041117145073700546,0.23446893787575152,0.00844205679201842,0.013066871637202153,0.02235929067077872,0.17817225509533202,0.012908124525436599,0.17048977061376316,0.013066871637202153,0.034482758620689655,1.0,0.06802288620470438,0.013066871637202153,0.041117145073700546,0.02235929067077872,0.24665391969407266,0.041117145073700546,0.011896431070678797,0.32744479495268136,0.013066871637202153,0.008928571428571428,0.02235929067077872,0.0793401413982718,0.041117145073700546,0.02235929067077872,0.013066871637202153,0.082039911308204,0.06571936056838366,0.18491803278688523,0.04448742746615087,0.1249182472204055,0.03502974223397224,0.00844205679201842,0.25903245560318433,0.020465772759350742,0.00844205679201842,0.015515903801396431,0.00844205679201842,0.2685634975711312,0.028279654359780047,0.011929824561403509,0.1846435100548446,0.11989956057752668,0.25411334552102377,0.006149116064565719,0.00844205679201842,0.02235929067077872,0.041117145073700546
Multiple Myeloma,0.15567282321899736,0.07523510971786834,0.04699738903394256,0.046583850931677016,0.056074766355140186,0.109717868338558,0.025078369905956112,0.056074766355140186,0.10182767624020887,0.08605341246290801,0.15567282321899736,0.07423580786026202,0.07523510971786834,0.2668463611859838,0.04186046511627907,0.046583850931677016,0.056074766355140186,0.08222811671087533,0.046012269938650305,0.08,0.046583850931677016,0.06299212598425197,0.06802288620470438,1.0,0.046583850931677016,0.07523510971786834,0.056074766355140186,0.061696658097686374,0.07523510971786834,0.0423728813559322,0.0737913486005089,0.046583850931677016,0.036655948553054665,0.056074766355140186,0.11428571428571428,0.07523510971786834,0.056074766355140186,0.046583850931677016,0.11641791044776119,0.20763723150357996,0.06878306878306878,0.0741222366710013,0.15567282321899736,0.064,0.04186046511627907,0.1111111111111111,0.05128205128205128,0.04186046511627907,0.025078369905956112,0.04186046511627907,0.06722689075630252,0.0380952380952381,0.042492917847025496,0.09582309582309582,0.14936708860759493,0.09582309582309582,0.015527950310559006,0.04186046511627907,0.056074766355140186,0.07523510971786834
Myocardial Infarction,0.04823151125401929,0.05976095617529881,0.02857142857142857,0.023622047244094488,0.03557312252964427,0.0199203187250996,0.0199203187250996,0.3675889328063241,0.02857142857142857,0.022304832713754646,0.04823151125401929,0.016333938294010888,0.05976095617529881,0.0891089108910891,0.01768172888015717,0.023622047244094488,0.03557312252964427,0.016181229773462782,0.05426356589147287,0.018072289156626505,0.023622047244094488,0.04792332268370607,0.013066871637202153,0.046583850931677016,1.0,0.05976095617529881,0.03557312252964427,0.012461059190031152,0.05976095617529881,0.02097902097902098,0.015384615384615385,0.023622047244094488,0.01636788776305534,0.03557312252964427,0.10931174089068826,0.05976095617529881,0.03557312252964427,0.023622047244094488,0.033707865168539325,0.02564102564102564,0.0064516129032258064,0.02843601895734597,0.04823151125401929,0.24429967426710097,0.01768172888015717,0.026706231454005934,0.03180212014134275,0.01768172888015717,0.0199203187250996,0.18271119842829076,0.01384083044982699,0.03643724696356275,0.21754385964912282,0.02654867256637168,0.045871559633027525,0.02654867256637168,0.007874015748031496,0.01768172888015717,0.7470355731225297,0.05976095617529881
Spinal Cord Injury,0.07792207792207792,0.0967741935483871,0.28846153846153844,0.29880478087649404,0.072,0.03225806451612903,0.03225806451612903,0.072,0.057692307692307696,0.05639097744360902,0.07792207792207792,0.04954128440366973,0.4838709677419355,0.12,0.0536779324055666,0.29880478087649404,0.072,0.0457516339869281,0.058823529411764705,0.04559270516717325,0.1394422310756972,0.07741935483870968,0.041117145073700546,0.07523510971786834,0.05976095617529881,1.0,0.36,0.040880503144654086,0.0967741935483871,0.053003533568904596,0.043478260869565216,0.05976095617529881,0.0967741935483871,0.168,0.14754098360655737,0.0967741935483871,0.072,0.29880478087649404,0.06818181818181818,0.05172413793103448,0.016286644951140065,0.05741626794258373,0.07792207792207792,0.3157894736842105,0.0536779324055666,0.05389221556886228,0.06428571428571428,0.0536779324055666,0.03225806451612903,0.0536779324055666,0.045454545454545456,0.04918032786885246,0.23404255319148937,0.05357142857142857,0.07407407407407407,0.05357142857142857,0.0199203187250996,0.12524850894632206,0.072,0.0967741935483871
Traumatic Brain,0.05806451612903226,0.072,0.1910828025477707,0.17786561264822134,0.047619047619047616,0.024,0.024,0.047619047619047616,0.03821656050955414,0.033582089552238806,0.05806451612903226,0.0273224043715847,0.36,0.09933774834437085,0.029585798816568046,0.17786561264822134,0.047619047619047616,0.025974025974025976,0.03501945525291829,0.027190332326283987,0.08300395256916997,0.057692307692307696,0.02235929067077872,0.056074766355140186,0.03557312252964427,0.36,1.0,0.021875,0.072,0.031578947368421054,0.024691358024691357,0.03557312252964427,0.05238467552775606,0.1111111111111111,0.12195121951219512,0.072,0.047619047619047616,0.17786561264822134,0.045112781954887216,0.03428571428571429,0.009708737864077669,0.03803486529318542,0.05806451612903226,0.42483660130718953,0.029585798816568046,0.03571428571428571,0.0425531914893617,0.029585798816568046,0.024,0.029585798816568046,0.024305555555555556,0.04065040650406504,0.2535211267605634,0.03550295857988166,0.05521472392638037,0.03550295857988166,0.011857707509881422,0.06903353057199212,0.047619047619047616,0.072
Papillary Thyroid Carcinoma,0.25396825396825395,0.040880503144654086,0.01832460732984293,0.012461059190031152,0.021875,0.21226415094339623,0.014150943396226415,0.021875,0.06544502617801047,0.044642857142857144,0.11904761904761904,0.10364963503649635,0.040880503144654086,0.22972972972972974,0.007776049766718507,0.012461059190031152,0.05,0.1675531914893617,0.012307692307692308,0.13533834586466165,0.012461059190031152,0.034210526315789476,0.24665391969407266,0.061696658097686374,0.012461059190031152,0.040880503144654086,0.021875,1.0,0.040880503144654086,0.0113314447592068,0.25255102040816324,0.012461059190031152,0.008381689232753063,0.021875,0.07961783439490445,0.040880503144654086,0.05,0.012461059190031152,0.0748502994011976,0.05980861244019139,0.14721485411140584,0.03780964797913951,0.11904761904761904,0.034759358288770054,0.007776049766718507,0.22524752475247525,0.02,0.007776049766718507,0.014150943396226415,0.007776049766718507,0.20224719101123595,0.027070063694267517,0.011363636363636364,0.15024630541871922,0.11421319796954314,0.08374384236453201,0.004672897196261682,0.007776049766718507,0.021875,0.040880503144654086
Irritable Bowel Syndrome,0.07792207792207792,0.0967741935483871,0.057692307692307696,0.05976095617529881,0.072,0.03225806451612903,0.03225806451612903,0.072,0.057692307692307696,0.2819548872180451,0.07792207792207792,0.04954128440366973,0.0967741935483871,0.12,0.0536779324055666,0.05976095617529881,0.072,0.10457516339869281,0.058823529411764705,0.04559270516717325,0.05976095617529881,0.07741935483870968,0.041117145073700546,0.07523510971786834,0.05976095617529881,0.0967741935483871,0.072,0.040880503144654086,1.0,0.12367491166077739,0.043478260869565216,0.05976095617529881,0.044846577498033044,0.072,0.14754098360655737,0.22580645161290322,0.072,0.05976095617529881,0.1590909090909091,0.05172413793103448,0.016286644951140065,0.28708133971291866,0.18181818181818182,0.07894736842105263,0.0536779324055666,0.12574850299401197,0.06428571428571428,0.0536779324055666,0.03225806451612903,0.0536779324055666,0.045454545454545456,0.04918032786885246,0.05319148936170213,0.125,0.07407407407407407,0.05357142857142857,0.0199203187250996,0.0536779324055666,0.072,0.0967741935483871
Non-Alcoholic Fatty Liver Disease,0.043731778425655975,0.053003533568904596,0.025936599423631124,0.02097902097902098,0.031578947368421054,0.0176678445229682,0.0176678445229682,0.031578947368421054,0.025936599423631124,0.046511627906976744,0.043731778425655975,0.014634146341463415,0.053003533568904596,0.08059701492537313,0.015706806282722512,0.02097902097902098,0.031578947368421054,0.1378299120234604,0.020689655172413793,0.016483516483516484,0.02097902097902098,0.043478260869565216,0.011896431070678797,0.0423728813559322,0.02097902097902098,0.053003533568904596,0.031578947368421054,0.0113314447592068,0.12367491166077739,1.0,0.014005602240896359,0.02097902097902098,0.031892274982282066,0.031578947368421054,0.0967741935483871,0.12367491166077739,0.031578947368421054,0.02097902097902098,0.07023411371237458,0.02349869451697128,0.005847953216374269,0.06025824964131994,0.10204081632653061,0.04424778761061947,0.015706806282722512,0.056910569105691054,0.02857142857142857,0.015706806282722512,0.0176678445229682,0.015706806282722512,0.012461059190031152,0.03225806451612903,0.01892744479495268,0.05660377358490566,0.04178272980501393,0.02425876010781671,0.006993006993006993,0.015706806282722512,0.031578947368421054,0.053003533568904596
Lung Adenocarcinoma,0.13089005235602094,0.043478260869565216,0.02072538860103627,0.015384615384615385,0.2222222222222222,0.2329192546583851,0.015527950310559006,0.024691358024691357,0.07772020725388601,0.058823529411764705,0.13089005235602094,0.15151515151515152,0.043478260869565216,0.24064171122994651,0.010752688172043012,0.015384615384615385,0.024691358024691357,0.18421052631578946,0.015197568389057751,0.22084367245657568,0.015384615384615385,0.036458333333333336,0.32744479495268136,0.0737913486005089,0.015384615384615385,0.043478260869565216,0.024691358024691357,0.25255102040816324,0.043478260869565216,0.014005602240896359,1.0,0.015384615384615385,0.010848755583918315,0.024691358024691357,0.08176100628930817,0.043478260869565216,0.024691358024691357,0.015384615384615385,0.08875739644970414,0.07109004739336493,0.1889763779527559,0.05032258064516129,0.13089005235602094,0.037037037037037035,0.010752688172043012,0.2647058823529412,0.022598870056497175,0.010752688172043012,0.015527950310559006,0.010752688172043012,0.275,0.02830188679245283,0.014044943820224719,0.1902439024390244,0.5778894472361809,0.07317073170731707,0.006153846153846154,0.010752688172043012,0.024691358024691357,0.4161490683229814
IgA Nephropathy,0.04823151125401929,0.05976095617529881,0.02857142857142857,0.023622047244094488,0.03557312252964427,0.0199203187250996,0.0199203187250996,0.03557312252964427,0.02857142857142857,0.022304832713754646,0.11254019292604502,0.08166969147005444,0.05976095617529881,0.0891089108910891,0.08840864440078586,0.023622047244094488,0.03557312252964427,0.016181229773462782,0.023255813953488372,0.018072289156626505,0.023622047244094488,0.04792332268370607,0.013066871637202153,0.046583850931677016,0.023622047244094488,0.05976095617529881,0.03557312252964427,0.012461059190031152,0.05976095617529881,0.02097902097902098,0.015384615384615385,1.0,0.01636788776305534,0.03557312252964427,0.10931174089068826,0.05976095617529881,0.03557312252964427,0.023622047244094488,0.033707865168539325,0.02564102564102564,0.0064516129032258064,0.02843601895734597,0.04823151125401929,0.048859934853420196,0.01768172888015717,0.026706231454005934,0.03180212014134275,0.01768172888015717,0.0199203187250996,0.01768172888015717,0.01384083044982699,0.03643724696356275,0.021052631578947368,0.02654867256637168,0.045871559633027525,0.02654867256637168,0.007874015748031496,0.01768172888015717,0.03557312252964427,0.05976095617529881
Age-Related Macular Degeneration,0.03772336201191264,0.044846577498033044,0.04387688277668631,0.030397505845674203,0.02580140734949179,0.01888276947285602,0.01888276947285602,0.02580140734949179,0.021611001964636542,0.01563663440059568,0.03772336201191264,0.01095690284879474,0.0967741935483871,0.07099391480730223,0.011673151750972763,0.030397505845674203,0.02580140734949179,0.011310711909514305,0.016166281755196306,0.013166144200626959,0.05845674201091192,0.037524687294272545,0.008928571428571428,0.036655948553054665,0.01636788776305534,0.0967741935483871,0.05238467552775606,0.008381689232753063,0.044846577498033044,0.031892274982282066,0.010848755583918315,0.01636788776305534,1.0,0.4245504300234558,0.08366533864541832,0.044846577498033044,0.02580140734949179,0.030397505845674203,0.024719101123595506,0.019748653500897665,0.007962840079628402,0.021526418786692758,0.03772336201191264,0.06086956521739131,0.011673151750972763,0.02043343653250774,0.023588277340957826,0.011673151750972763,0.01888276947285602,0.011673151750972763,0.009135628952916374,0.03187250996015936,0.019189765458422176,0.02033271719038817,0.03619047619047619,0.02033271719038817,0.009353078721745909,0.019455252918287938,0.02580140734949179,0.044846577498033044
Oxygen-Induced Retinopathy,0.05806451612903226,0.072,0.08917197452229299,0.08300395256916997,0.047619047619047616,0.024,0.024,0.047619047619047616,0.03821656050955414,0.033582089552238806,0.05806451612903226,0.0273224043715847,0.168,0.09933774834437085,0.029585798816568046,0.08300395256916997,0.047619047619047616,0.025974025974025976,0.03501945525291829,0.027190332326283987,0.17786561264822134,0.057692307692307696,0.02235929067077872,0.056074766355140186,0.03557312252964427,0.168,0.1111111111111111,0.021875,0.072,0.031578947368421054,0.024691358024691357,0.03557312252964427,0.4245504300234558,1.0,0.12195121951219512,0.072,0.047619047619047616,0.08300395256916997,0.045112781954887216,0.03428571428571429,0.009708737864077669,0.03803486529318542,0.05806451612903226,0.1111111111111111,0.029585798816568046,0.03571428571428571,0.0425531914893617,0.029585798816568046,0.024,0.029585798816568046,0.024305555555555556,0.04065040650406504,0.06338028169014084,0.03550295857988166,0.05521472392638037,0.03550295857988166,0.011857707509881422,0.06903353057199212,0.047619047619047616,0.072
Uv-Induced Skin Injury,0.11842105263157894,0.14754098360655737,0.09740259740259741,0.10931174089068826,0.12195121951219512,0.04918032786885246,0.04918032786885246,0.12195121951219512,0.09740259740259741,0.10305343511450382,0.11842105263157894,0.09497206703910614,0.14754098360655737,0.16216216216216217,0.10303030303030303,0.10931174089068826,0.12195121951219512,0.08609271523178808,0.10756972111553785,0.08307692307692308,0.10931174089068826,0.11764705882352941,0.0793401413982718,0.11428571428571428,0.10931174089068826,0.14754098360655737,0.12195121951219512,0.07961783439490445,0.14754098360655737,0.0967741935483871,0.08176100628930817,0.10931174089068826,0.08366533864541832,0.12195121951219512,1.0,0.14754098360655737,0.12195121951219512,0.10931174089068826,0.11538461538461539,0.0872093023255814,0.0297029702970297,0.09693053311793215,0.11842105263157894,0.12,0.10303030303030303,0.09090909090909091,0.4782608695652174,0.10303030303030303,0.04918032786885246,0.10303030303030303,0.08865248226950355,0.06666666666666667,0.09712230215827339,0.09036144578313253,0.1125,0.09036144578313253,0.03643724696356275,0.10303030303030303,0.12195121951219512,0.14754098360655737
Oral Submucous Fibrosis,0.07792207792207792,0.0967741935483871,0.057692307692307696,0.05976095617529881,0.072,0.03225806451612903,0.03225806451612903,0.072,0.057692307692307696,0.13157894736842105,0.07792207792207792,0.04954128440366973,0.0967741935483871,0.12,0.0536779324055666,0.05976095617529881,0.072,0.10457516339869281,0.058823529411764705,0.04559270516717325,0.05976095617529881,0.07741935483870968,0.041117145073700546,0.07523510971786834,0.05976095617529881,0.0967741935483871,0.072,0.040880503144654086,0.22580645161290322,0.12367491166077739,0.043478260869565216,0.05976095617529881,0.044846577498033044,0.072,0.14754098360655737,1.0,0.072,0.05976095617529881,0.1590909090909091,0.05172413793103448,0.016286644951140065,0.1339712918660287,0.18181818181818182,0.07894736842105263,0.0536779324055666,0.12574850299401197,0.06428571428571428,0.0536779324055666,0.03225806451612903,0.0536779324055666,0.045454545454545456,0.04918032786885246,0.05319148936170213,0.26785714285714285,0.07407407407407407,0.05357142857142857,0.0199203187250996,0.0536779324055666,0.072,0.0967741935483871
Acute Pancreatitis,0.2903225806451613,0.072,0.03821656050955414,0.03557312252964427,0.047619047619047616,0.024,0.024,0.047619047619047616,0.03821656050955414,0.033582089552238806,0.05806451612903226,0.0273224043715847,0.072,0.09933774834437085,0.029585798816568046,0.03557312252964427,0.49206349206349204,0.025974025974025976,0.03501945525291829,0.027190332326283987,0.03557312252964427,0.057692307692307696,0.02235929067077872,0.056074766355140186,0.03557312252964427,0.072,0.047619047619047616,0.05,0.072,0.031578947368421054,0.024691358024691357,0.03557312252964427,0.02580140734949179,0.047619047619047616,0.12195121951219512,0.072,1.0,0.03557312252964427,0.045112781954887216,0.03428571428571429,0.009708737864077669,0.03803486529318542,0.05806451612903226,0.058823529411764705,0.029585798816568046,0.03571428571428571,0.0425531914893617,0.029585798816568046,0.024,0.029585798816568046,0.11805555555555555,0.04065040650406504,0.03169014084507042,0.03550295857988166,0.05521472392638037,0.08284023668639054,0.011857707509881422,0.029585798816568046,0.047619047619047616,0.072
Amyotrophic Lateral Sclerosis,0.04823151125401929,0.05976095617529881,0.14285714285714285,0.2440944881889764,0.03557312252964427,0.0199203187250996,0.0199203187250996,0.03557312252964427,0.02857142857142857,0.022304832713754646,0.04823151125401929,0.016333938294010888,0.6175298804780877,0.0891089108910891,0.01768172888015717,0.2440944881889764,0.03557312252964427,0.016181229773462782,0.023255813953488372,0.018072289156626505,0.05511811023622047,0.04792332268370607,0.013066871637202153,0.046583850931677016,0.023622047244094488,0.29880478087649404,0.17786561264822134,0.012461059190031152,0.05976095617529881,0.02097902097902098,0.015384615384615385,0.023622047244094488,0.030397505845674203,0.08300395256916997,0.10931174089068826,0.05976095617529881,0.03557312252964427,1.0,0.033707865168539325,0.02564102564102564,0.0064516129032258064,0.02843601895734597,0.04823151125401929,0.16612377850162866,0.01768172888015717,0.026706231454005934,0.03180212014134275,0.01768172888015717,0.0199203187250996,0.01768172888015717,0.01384083044982699,0.03643724696356275,0.07368421052631578,0.02654867256637168,0.045871559633027525,0.02654867256637168,0.007874015748031496,0.0412573673870334,0.03557312252964427,0.05976095617529881
Hypopharynx Cancer,0.18518518518518517,0.06818181818181818,0.036585365853658534,0.033707865168539325,0.045112781954887216,0.13636363636363635,0.022727272727272728,0.045112781954887216,0.12195121951219512,0.23404255319148937,0.18518518518518517,0.09185441941074524,0.06818181818181818,0.31645569620253167,0.028037383177570093,0.033707865168539325,0.045112781954887216,0.19254658385093168,0.033210332103321034,0.09565217391304348,0.033707865168539325,0.05521472392638037,0.082039911308204,0.11641791044776119,0.033707865168539325,0.06818181818181818,0.045112781954887216,0.0748502994011976,0.1590909090909091,0.07023411371237458,0.08875739644970414,0.033707865168539325,0.024719101123595506,0.045112781954887216,0.11538461538461539,0.1590909090909091,0.045112781954887216,0.033707865168539325,1.0,0.10989010989010989,0.09597523219814241,0.19878603945371776,0.4074074074074074,0.05625,0.028037383177570093,0.26857142857142857,0.04054054054054054,0.028037383177570093,0.022727272727272728,0.028037383177570093,0.08278145695364239,0.038461538461538464,0.030201342281879196,0.25,0.17647058823529413,0.11363636363636363,0.011235955056179775,0.028037383177570093,0.045112781954887216,0.06818181818181818
