,Pancreatic Neuroendocrine Tumor,Cartilage Disease,Multiple Sclerosis,Parkinson Disease,Bronchopulmonary Dysplasia,Melanoma,COVID-19,Hypertension,Prostate Cancer,Colorectal Cancer,Bladder Cancer,Clear Cell Renal Cell Carcinoma,Neurodegenerative Disease,Breast Cancer,Idiopathic Nephrotic Syndrome,Alzheimer Disease,Alcoholic Chronic Pancreatitis,Hepatocellular Carcinoma,Dilated Cardiomyopathy,Laryngeal Squamous Cell Carcinoma,Hearing Loss,Systemic Lupus Erythematosus,Endocervical Adenocarcinoma,Multiple Myeloma,Myocardial Infarction,Spinal Cord Injury,Traumatic Brain,Papillary Thyroid Carcinoma,Irritable Bowel Syndrome,Non-Alcoholic Fatty Liver Disease,Lung Adenocarcinoma,IgA Nephropathy,Age-Related Macular Degeneration,Oxygen-Induced Retinopathy,Uv-Induced Skin Injury,Oral Submucous Fibrosis,Acute Pancreatitis,Amyotrophic Lateral Sclerosis,Hypopharynx Cancer,Chronic Lymphocytic Leukemia,Head And Neck Squamous Cell Carcinoma,Colon Cancer,Gastric Cancer,Stroke,Osteoporosis,Gastric Carcinoma,Atopic Dermatitis,Osteoarthritis,Fusarium Head Blight,Atherosclerosis,Pancreatic Ductal Adenocarcinoma,Respiratory Syncytial Virus Infection,Intracranial Aneurysm,Oral Squamous Cell Carcinoma,Lung Cancer,Ovarian Cancer,Deafness,Leber Hereditary Optic Neuropathy,Coronary Artery Disease,Acute Lung Injury
Chronic Lymphocytic Leukemia,0.14705882352941177,0.05172413793103448,0.043689320388349516,0.02564102564102564,0.03428571428571429,0.10344827586206896,0.017241379310344827,0.03428571428571429,0.0970873786407767,0.08196721311475409,0.14705882352941177,0.07114093959731543,0.05172413793103448,0.25,0.021337126600284494,0.02564102564102564,0.03428571428571429,0.07881773399014778,0.02535211267605634,0.07692307692307693,0.02564102564102564,0.05853658536585366,0.06571936056838366,0.20763723150357996,0.02564102564102564,0.05172413793103448,0.03428571428571429,0.05980861244019139,0.05172413793103448,0.02349869451697128,0.07109004739336493,0.02564102564102564,0.019748653500897665,0.03428571428571429,0.0872093023255814,0.05172413793103448,0.03428571428571429,0.02564102564102564,0.10989010989010989,1.0,0.07616707616707617,0.07134220072551391,0.14705882352941177,0.04455445544554455,0.021337126600284494,0.10599078341013825,0.06315789473684211,0.021337126600284494,0.017241379310344827,0.021337126600284494,0.06476683937823834,0.029069767441860465,0.02356020942408377,0.09174311926605505,0.14150943396226415,0.09174311926605505,0.008547008547008548,0.021337126600284494,0.03428571428571429,0.05172413793103448
Head And Neck Squamous Cell Carcinoma,0.12806539509536785,0.016286644951140065,0.008086253369272238,0.0064516129032258064,0.009708737864077669,0.24429967426710097,0.016286644951140065,0.009708737864077669,0.08355795148247978,0.07076923076923076,0.12806539509536785,0.17043740573152338,0.016286644951140065,0.2200557103064067,0.004830917874396135,0.0064516129032258064,0.009708737864077669,0.20273972602739726,0.006369426751592357,0.3556701030927835,0.0064516129032258064,0.013550135501355014,0.18491803278688523,0.06878306878306878,0.0064516129032258064,0.016286644951140065,0.009708737864077669,0.14721485411140584,0.016286644951140065,0.005847953216374269,0.1889763779527559,0.0064516129032258064,0.007962840079628402,0.009708737864077669,0.0297029702970297,0.016286644951140065,0.009708737864077669,0.0064516129032258064,0.09597523219814241,0.07616707616707617,1.0,0.05503355704697987,0.12806539509536785,0.013774104683195593,0.004830917874396135,0.27735368956743,0.008849557522123894,0.004830917874396135,0.016286644951140065,0.004830917874396135,0.1608695652173913,0.0297029702970297,0.005865102639296188,0.3620253164556962,0.1227154046997389,0.07848101265822785,0.0064516129032258064,0.004830917874396135,0.009708737864077669,0.016286644951140065
Colon Cancer,0.13253012048192772,0.05741626794258373,0.031788079470198675,0.02843601895734597,0.03803486529318542,0.10047846889952153,0.019138755980861243,0.03803486529318542,0.0781456953642384,0.7104072398190046,0.13253012048192772,0.047337278106508875,0.05741626794258373,0.2448700410396717,0.02365930599369085,0.02843601895734597,0.03803486529318542,0.1063257065948856,0.028081123244929798,0.057034220532319393,0.02843601895734597,0.047936085219707054,0.04448742746615087,0.0741222366710013,0.02843601895734597,0.05741626794258373,0.03803486529318542,0.03780964797913951,0.28708133971291866,0.06025824964131994,0.05032258064516129,0.02843601895734597,0.021526418786692758,0.03803486529318542,0.09693053311793215,0.1339712918660287,0.03803486529318542,0.02843601895734597,0.19878603945371776,0.07134220072551391,0.05503355704697987,1.0,0.2931726907630522,0.04871447902571042,0.02365930599369085,0.17897371714643304,0.03473227206946455,0.02365930599369085,0.019138755980861243,0.02365930599369085,0.041251778093883355,0.03231017770597738,0.025899280575539568,0.16313823163138233,0.12708600770218229,0.07347447073474471,0.009478672985781991,0.02365930599369085,0.03803486529318542,0.05741626794258373
Gastric Cancer,0.21739130434782608,0.07792207792207792,0.04838709677419355,0.04823151125401929,0.05806451612903226,0.14285714285714285,0.025974025974025976,0.05806451612903226,0.16129032258064516,0.3374233128834356,0.21739130434782608,0.13984962406015036,0.07792207792207792,0.3333333333333333,0.04333868378812199,0.04823151125401929,0.05806451612903226,0.2896174863387978,0.047619047619047616,0.13624678663239073,0.04823151125401929,0.06486486486486487,0.1249182472204055,0.15567282321899736,0.04823151125401929,0.07792207792207792,0.05806451612903226,0.11904761904761904,0.18181818181818182,0.10204081632653061,0.13089005235602094,0.04823151125401929,0.03772336201191264,0.05806451612903226,0.11842105263157894,0.18181818181818182,0.05806451612903226,0.04823151125401929,0.4074074074074074,0.14705882352941177,0.12806539509536785,0.2931726907630522,1.0,0.06593406593406594,0.04333868378812199,0.7157360406091371,0.052941176470588235,0.04333868378812199,0.025974025974025976,0.04333868378812199,0.13005780346820808,0.039473684210526314,0.043859649122807015,0.3333333333333333,0.20833333333333334,0.15151515151515152,0.01607717041800643,0.04333868378812199,0.05806451612903226,0.07792207792207792
Stroke,0.06593406593406594,0.07894736842105263,0.1793478260869565,0.16612377850162866,0.058823529411764705,0.02631578947368421,0.02631578947368421,0.29411764705882354,0.04891304347826087,0.046583850931677016,0.06593406593406594,0.0410958904109589,0.3157894736842105,0.10112359550561797,0.04390243902439024,0.16612377850162866,0.058823529411764705,0.03867403314917127,0.11254019292604502,0.03896103896103896,0.08794788273615635,0.06557377049180328,0.03502974223397224,0.064,0.24429967426710097,0.3157894736842105,0.42483660130718953,0.034759358288770054,0.07894736842105263,0.04424778761061947,0.037037037037037035,0.048859934853420196,0.06086956521739131,0.1111111111111111,0.12,0.07894736842105263,0.058823529411764705,0.16612377850162866,0.05625,0.04455445544554455,0.013774104683195593,0.04871447902571042,0.06593406593406594,1.0,0.04390243902439024,0.046153846153846156,0.05357142857142857,0.04390243902439024,0.02631578947368421,0.21951219512195122,0.038011695906432746,0.04,0.621301775147929,0.04591836734693878,0.06315789473684211,0.04591836734693878,0.016286644951140065,0.07642276422764227,0.29411764705882354,0.07894736842105263
Osteoporosis,0.04333868378812199,0.268389662027833,0.02377179080824089,0.01768172888015717,0.029585798816568046,0.017892644135188866,0.017892644135188866,0.029585798816568046,0.02377179080824089,0.016697588126159554,0.04333868378812199,0.010869565217391304,0.0536779324055666,0.08401976935749589,0.011764705882352941,0.01768172888015717,0.029585798816568046,0.011308562197092083,0.017408123791102514,0.013533834586466165,0.01768172888015717,0.215311004784689,0.00844205679201842,0.04186046511627907,0.01768172888015717,0.0536779324055666,0.029585798816568046,0.007776049766718507,0.0536779324055666,0.015706806282722512,0.010752688172043012,0.01768172888015717,0.011673151750972763,0.029585798816568046,0.10303030303030303,0.0536779324055666,0.029585798816568046,0.01768172888015717,0.028037383177570093,0.021337126600284494,0.004830917874396135,0.02365930599369085,0.04333868378812199,0.04390243902439024,1.0,0.022222222222222223,0.026455026455026454,0.12156862745098039,0.017892644135188866,0.011764705882352941,0.008635578583765112,0.03434343434343434,0.01576182136602452,0.022091310751104567,0.04122137404580153,0.022091310751104567,0.005893909626719057,0.011764705882352941,0.029585798816568046,0.0536779324055666
Gastric Carcinoma,0.16751269035532995,0.05389221556886228,0.03015075376884422,0.026706231454005934,0.03571428571428571,0.2694610778443114,0.017964071856287425,0.03571428571428571,0.11557788944723618,0.20454545454545456,0.16751269035532995,0.2580195258019526,0.05389221556886228,0.27461139896373055,0.022222222222222223,0.026706231454005934,0.03571428571428571,0.35714285714285715,0.026392961876832845,0.2674698795180723,0.026706231454005934,0.045454545454545456,0.25903245560318433,0.1111111111111111,0.026706231454005934,0.05389221556886228,0.03571428571428571,0.22524752475247525,0.12574850299401197,0.056910569105691054,0.2647058823529412,0.026706231454005934,0.02043343653250774,0.03571428571428571,0.09090909090909091,0.12574850299401197,0.03571428571428571,0.026706231454005934,0.26857142857142857,0.10599078341013825,0.27735368956743,0.17897371714643304,0.7157360406091371,0.046153846153846156,0.022222222222222223,1.0,0.03278688524590164,0.022222222222222223,0.017964071856287425,0.022222222222222223,0.2446236559139785,0.030303030303030304,0.024456521739130436,0.3933649289099526,0.16097560975609757,0.10900473933649289,0.008902077151335312,0.022222222222222223,0.03571428571428571,0.05389221556886228
Atopic Dermatitis,0.052941176470588235,0.06428571428571428,0.06395348837209303,0.03180212014134275,0.0425531914893617,0.02142857142857143,0.02142857142857143,0.0425531914893617,0.03488372093023256,0.030201342281879196,0.052941176470588235,0.024630541871921183,0.06428571428571428,0.09036144578313253,0.026455026455026454,0.03180212014134275,0.0425531914893617,0.023668639053254437,0.0313588850174216,0.024930747922437674,0.03180212014134275,0.08187134502923976,0.020465772759350742,0.05128205128205128,0.03180212014134275,0.06428571428571428,0.0425531914893617,0.02,0.06428571428571428,0.02857142857142857,0.022598870056497175,0.03180212014134275,0.023588277340957826,0.0425531914893617,0.4782608695652174,0.06428571428571428,0.0425531914893617,0.03180212014134275,0.04054054054054054,0.06315789473684211,0.008849557522123894,0.03473227206946455,0.052941176470588235,0.05357142857142857,0.026455026455026454,0.03278688524590164,1.0,0.026455026455026454,0.02142857142857143,0.026455026455026454,0.0220125786163522,0.036231884057971016,0.028662420382165606,0.03260869565217391,0.05056179775280899,0.03260869565217391,0.01060070671378092,0.026455026455026454,0.0425531914893617,0.06428571428571428
Osteoarthritis,0.04333868378812199,0.268389662027833,0.02377179080824089,0.01768172888015717,0.029585798816568046,0.017892644135188866,0.017892644135188866,0.029585798816568046,0.02377179080824089,0.016697588126159554,0.04333868378812199,0.010869565217391304,0.0536779324055666,0.08401976935749589,0.011764705882352941,0.01768172888015717,0.029585798816568046,0.011308562197092083,0.017408123791102514,0.013533834586466165,0.01768172888015717,0.215311004784689,0.00844205679201842,0.04186046511627907,0.01768172888015717,0.0536779324055666,0.029585798816568046,0.007776049766718507,0.0536779324055666,0.015706806282722512,0.010752688172043012,0.01768172888015717,0.011673151750972763,0.029585798816568046,0.10303030303030303,0.0536779324055666,0.029585798816568046,0.01768172888015717,0.028037383177570093,0.021337126600284494,0.004830917874396135,0.02365930599369085,0.04333868378812199,0.04390243902439024,0.12156862745098039,0.022222222222222223,0.026455026455026454,1.0,0.017892644135188866,0.011764705882352941,0.008635578583765112,0.03434343434343434,0.01576182136602452,0.022091310751104567,0.04122137404580153,0.022091310751104567,0.005893909626719057,0.011764705882352941,0.029585798816568046,0.0536779324055666
Fusarium Head Blight,0.025974025974025976,0.03225806451612903,0.019230769230769232,0.0199203187250996,0.024,0.03225806451612903,0.0967741935483871,0.024,0.019230769230769232,0.018796992481203006,0.025974025974025976,0.01651376146788991,0.03225806451612903,0.04,0.017892644135188866,0.0199203187250996,0.024,0.016339869281045753,0.0196078431372549,0.015197568389057751,0.0199203187250996,0.025806451612903226,0.015515903801396431,0.025078369905956112,0.0199203187250996,0.03225806451612903,0.024,0.014150943396226415,0.03225806451612903,0.0176678445229682,0.015527950310559006,0.0199203187250996,0.01888276947285602,0.024,0.04918032786885246,0.03225806451612903,0.024,0.0199203187250996,0.022727272727272728,0.017241379310344827,0.016286644951140065,0.019138755980861243,0.025974025974025976,0.02631578947368421,0.017892644135188866,0.017964071856287425,0.02142857142857143,0.017892644135188866,1.0,0.017892644135188866,0.015734265734265736,0.14754098360655737,0.01773049645390071,0.017857142857142856,0.024691358024691357,0.017857142857142856,0.0199203187250996,0.017892644135188866,0.024,0.03225806451612903
Atherosclerosis,0.04333868378812199,0.0536779324055666,0.02377179080824089,0.01768172888015717,0.029585798816568046,0.017892644135188866,0.017892644135188866,0.3057199211045365,0.02377179080824089,0.016697588126159554,0.04333868378812199,0.010869565217391304,0.0536779324055666,0.08401976935749589,0.011764705882352941,0.01768172888015717,0.029585798816568046,0.011308562197092083,0.04061895551257253,0.013533834586466165,0.01768172888015717,0.0430622009569378,0.00844205679201842,0.04186046511627907,0.18271119842829076,0.0536779324055666,0.029585798816568046,0.007776049766718507,0.0536779324055666,0.015706806282722512,0.010752688172043012,0.01768172888015717,0.011673151750972763,0.029585798816568046,0.10303030303030303,0.0536779324055666,0.029585798816568046,0.01768172888015717,0.028037383177570093,0.021337126600284494,0.004830917874396135,0.02365930599369085,0.04333868378812199,0.21951219512195122,0.011764705882352941,0.022222222222222223,0.026455026455026454,0.011764705882352941,0.017892644135188866,1.0,0.008635578583765112,0.03434343434343434,0.1628721541155867,0.022091310751104567,0.04122137404580153,0.022091310751104567,0.005893909626719057,0.011764705882352941,0.3057199211045365,0.0536779324055666
Pancreatic Ductal Adenocarcinoma,0.5722543352601156,0.045454545454545456,0.02,0.01384083044982699,0.024305555555555556,0.23601398601398602,0.015734265734265736,0.024305555555555556,0.07142857142857142,0.049342105263157895,0.13005780346820808,0.1143317230273752,0.045454545454545456,0.2514792899408284,0.008635578583765112,0.01384083044982699,0.11805555555555555,0.18313953488372092,0.013651877133105802,0.14713896457765668,0.01384083044982699,0.03735632183908046,0.2685634975711312,0.06722689075630252,0.01384083044982699,0.045454545454545456,0.024305555555555556,0.20224719101123595,0.045454545454545456,0.012461059190031152,0.275,0.01384083044982699,0.009135628952916374,0.024305555555555556,0.08865248226950355,0.045454545454545456,0.11805555555555555,0.01384083044982699,0.08278145695364239,0.06476683937823834,0.1608695652173913,0.041251778093883355,0.13005780346820808,0.038011695906432746,0.008635578583765112,0.2446236559139785,0.0220125786163522,0.008635578583765112,0.015734265734265736,0.008635578583765112,1.0,0.030141843971631204,0.0125,0.16310160427807488,0.12430939226519337,0.09090909090909091,0.005190311418685121,0.008635578583765112,0.024305555555555556,0.045454545454545456
Respiratory Syncytial Virus Infection,0.039473684210526314,0.04918032786885246,0.032467532467532464,0.03643724696356275,0.04065040650406504,0.04918032786885246,0.3442622950819672,0.04065040650406504,0.032467532467532464,0.03435114503816794,0.039473684210526314,0.03165735567970205,0.04918032786885246,0.05405405405405406,0.03434343434343434,0.03643724696356275,0.04065040650406504,0.029801324503311258,0.035856573705179286,0.027692307692307693,0.03643724696356275,0.0392156862745098,0.028279654359780047,0.0380952380952381,0.03643724696356275,0.04918032786885246,0.04065040650406504,0.027070063694267517,0.04918032786885246,0.03225806451612903,0.02830188679245283,0.03643724696356275,0.03187250996015936,0.04065040650406504,0.06666666666666667,0.04918032786885246,0.04065040650406504,0.03643724696356275,0.038461538461538464,0.029069767441860465,0.0297029702970297,0.03231017770597738,0.039473684210526314,0.04,0.03434343434343434,0.030303030303030304,0.036231884057971016,0.03434343434343434,0.14754098360655737,0.03434343434343434,0.030141843971631204,1.0,0.03237410071942446,0.030120481927710843,0.0375,0.030120481927710843,0.03643724696356275,0.03434343434343434,0.04065040650406504,0.04918032786885246
Intracranial Aneurysm,0.043859649122807015,0.05319148936170213,0.10404624277456648,0.07368421052631578,0.03169014084507042,0.01773049645390071,0.01773049645390071,0.3274647887323944,0.02601156069364162,0.02,0.043859649122807015,0.01468189233278956,0.23404255319148937,0.08083832335329341,0.01576182136602452,0.07368421052631578,0.03169014084507042,0.014705882352941176,0.04844290657439446,0.01652892561983471,0.03859649122807018,0.0436046511627907,0.011929824561403509,0.042492917847025496,0.21754385964912282,0.23404255319148937,0.2535211267605634,0.011363636363636364,0.05319148936170213,0.01892744479495268,0.014044943820224719,0.021052631578947368,0.019189765458422176,0.06338028169014084,0.09712230215827339,0.05319148936170213,0.03169014084507042,0.07368421052631578,0.030201342281879196,0.02356020942408377,0.005865102639296188,0.025899280575539568,0.043859649122807015,0.621301775147929,0.01576182136602452,0.024456521739130436,0.028662420382165606,0.01576182136602452,0.01773049645390071,0.1628721541155867,0.0125,0.03237410071942446,1.0,0.024324324324324326,0.04189944134078212,0.024324324324324326,0.007017543859649123,0.02626970227670753,0.3274647887323944,0.05319148936170213
Oral Squamous Cell Carcinoma,0.15151515151515152,0.05357142857142857,0.03,0.02654867256637168,0.03550295857988166,0.2261904761904762,0.017857142857142856,0.03550295857988166,0.1,0.1864406779661017,0.15151515151515152,0.17337031900138697,0.05357142857142857,0.25773195876288657,0.022091310751104567,0.02654867256637168,0.03550295857988166,0.27918781725888325,0.026239067055393587,0.34772182254196643,0.02654867256637168,0.04522613065326633,0.1846435100548446,0.09582309582309582,0.02654867256637168,0.05357142857142857,0.03550295857988166,0.15024630541871922,0.125,0.05660377358490566,0.1902439024390244,0.02654867256637168,0.02033271719038817,0.03550295857988166,0.09036144578313253,0.26785714285714285,0.03550295857988166,0.02654867256637168,0.25,0.09174311926605505,0.3620253164556962,0.16313823163138233,0.3333333333333333,0.04591836734693878,0.022091310751104567,0.3933649289099526,0.03260869565217391,0.022091310751104567,0.017857142857142856,0.022091310751104567,0.16310160427807488,0.030120481927710843,0.024324324324324326,1.0,0.14563106796116504,0.09433962264150944,0.008849557522123894,0.022091310751104567,0.03550295857988166,0.05357142857142857
Lung Cancer,0.20833333333333334,0.07407407407407407,0.04639175257731959,0.045871559633027525,0.4233128834355828,0.13580246913580246,0.024691358024691357,0.05521472392638037,0.15463917525773196,0.14619883040935672,0.20833333333333334,0.133428981348637,0.07407407407407407,0.3191489361702128,0.04122137404580153,0.045871559633027525,0.05521472392638037,0.13612565445026178,0.045317220543806644,0.27901234567901234,0.045871559633027525,0.06217616580310881,0.11989956057752668,0.14936708860759493,0.045871559633027525,0.07407407407407407,0.05521472392638037,0.11421319796954314,0.07407407407407407,0.04178272980501393,0.5778894472361809,0.045871559633027525,0.03619047619047619,0.05521472392638037,0.1125,0.07407407407407407,0.05521472392638037,0.045871559633027525,0.17647058823529413,0.14150943396226415,0.1227154046997389,0.12708600770218229,0.20833333333333334,0.06315789473684211,0.04122137404580153,0.16097560975609757,0.05056179775280899,0.04122137404580153,0.024691358024691357,0.04122137404580153,0.12430939226519337,0.0375,0.04189944134078212,0.14563106796116504,1.0,0.14563106796116504,0.01529051987767584,0.04122137404580153,0.05521472392638037,0.6172839506172839
Ovarian Cancer,0.21212121212121213,0.05357142857142857,0.03,0.02654867256637168,0.03550295857988166,0.10714285714285714,0.017857142857142856,0.03550295857988166,0.22,0.0847457627118644,0.15151515151515152,0.07350901525658807,0.05357142857142857,0.25773195876288657,0.022091310751104567,0.02654867256637168,0.08284023668639054,0.08121827411167512,0.026239067055393587,0.07913669064748201,0.02654867256637168,0.04522613065326633,0.25411334552102377,0.09582309582309582,0.02654867256637168,0.05357142857142857,0.03550295857988166,0.08374384236453201,0.05357142857142857,0.02425876010781671,0.07317073170731707,0.02654867256637168,0.02033271719038817,0.03550295857988166,0.09036144578313253,0.05357142857142857,0.08284023668639054,0.02654867256637168,0.11363636363636363,0.09174311926605505,0.07848101265822785,0.07347447073474471,0.15151515151515152,0.04591836734693878,0.022091310751104567,0.10900473933649289,0.03260869565217391,0.022091310751104567,0.017857142857142856,0.022091310751104567,0.09090909090909091,0.030120481927710843,0.024324324324324326,0.09433962264150944,0.14563106796116504,1.0,0.008849557522123894,0.022091310751104567,0.03550295857988166,0.05357142857142857
Deafness,0.01607717041800643,0.0199203187250996,0.009523809523809525,0.007874015748031496,0.011857707509881422,0.0199203187250996,0.0199203187250996,0.011857707509881422,0.009523809523809525,0.007434944237918215,0.01607717041800643,0.0054446460980036296,0.0199203187250996,0.0297029702970297,0.005893909626719057,0.007874015748031496,0.011857707509881422,0.006472491909385114,0.007751937984496124,0.006024096385542169,0.007874015748031496,0.01597444089456869,0.006149116064565719,0.015527950310559006,0.007874015748031496,0.0199203187250996,0.011857707509881422,0.004672897196261682,0.0199203187250996,0.006993006993006993,0.006153846153846154,0.007874015748031496,0.009353078721745909,0.011857707509881422,0.03643724696356275,0.0199203187250996,0.011857707509881422,0.007874015748031496,0.011235955056179775,0.008547008547008548,0.0064516129032258064,0.009478672985781991,0.01607717041800643,0.016286644951140065,0.005893909626719057,0.008902077151335312,0.01060070671378092,0.005893909626719057,0.0199203187250996,0.005893909626719057,0.005190311418685121,0.03643724696356275,0.007017543859649123,0.008849557522123894,0.01529051987767584,0.008849557522123894,1.0,0.005893909626719057,0.011857707509881422,0.0199203187250996
Leber Hereditary Optic Neuropathy,0.04333868378812199,0.0536779324055666,0.0554675118858954,0.0412573673870334,0.029585798816568046,0.017892644135188866,0.017892644135188866,0.029585798816568046,0.02377179080824089,0.016697588126159554,0.04333868378812199,0.010869565217391304,0.12524850894632206,0.08401976935749589,0.011764705882352941,0.0412573673870334,0.029585798816568046,0.011308562197092083,0.017408123791102514,0.013533834586466165,0.0412573673870334,0.0430622009569378,0.00844205679201842,0.04186046511627907,0.01768172888015717,0.12524850894632206,0.06903353057199212,0.007776049766718507,0.0536779324055666,0.015706806282722512,0.010752688172043012,0.01768172888015717,0.019455252918287938,0.06903353057199212,0.10303030303030303,0.0536779324055666,0.029585798816568046,0.0412573673870334,0.028037383177570093,0.021337126600284494,0.004830917874396135,0.02365930599369085,0.04333868378812199,0.07642276422764227,0.011764705882352941,0.022222222222222223,0.026455026455026454,0.011764705882352941,0.017892644135188866,0.011764705882352941,0.008635578583765112,0.03434343434343434,0.02626970227670753,0.022091310751104567,0.04122137404580153,0.022091310751104567,0.005893909626719057,1.0,0.029585798816568046,0.0536779324055666
Coronary Artery Disease,0.05806451612903226,0.072,0.03821656050955414,0.03557312252964427,0.047619047619047616,0.024,0.024,0.49206349206349204,0.03821656050955414,0.033582089552238806,0.05806451612903226,0.0273224043715847,0.072,0.09933774834437085,0.029585798816568046,0.03557312252964427,0.047619047619047616,0.025974025974025976,0.08171206225680934,0.027190332326283987,0.03557312252964427,0.057692307692307696,0.02235929067077872,0.056074766355140186,0.7470355731225297,0.072,0.047619047619047616,0.021875,0.072,0.031578947368421054,0.024691358024691357,0.03557312252964427,0.02580140734949179,0.047619047619047616,0.12195121951219512,0.072,0.047619047619047616,0.03557312252964427,0.045112781954887216,0.03428571428571429,0.009708737864077669,0.03803486529318542,0.05806451612903226,0.29411764705882354,0.029585798816568046,0.03571428571428571,0.0425531914893617,0.029585798816568046,0.024,0.3057199211045365,0.024305555555555556,0.04065040650406504,0.3274647887323944,0.03550295857988166,0.05521472392638037,0.03550295857988166,0.011857707509881422,0.029585798816568046,1.0,0.072
Acute Lung Injury,0.07792207792207792,0.0967741935483871,0.057692307692307696,0.05976095617529881,0.744,0.03225806451612903,0.03225806451612903,0.072,0.057692307692307696,0.05639097744360902,0.07792207792207792,0.04954128440366973,0.0967741935483871,0.12,0.0536779324055666,0.05976095617529881,0.072,0.0457516339869281,0.058823529411764705,0.10638297872340426,0.05976095617529881,0.07741935483870968,0.041117145073700546,0.07523510971786834,0.05976095617529881,0.0967741935483871,0.072,0.040880503144654086,0.0967741935483871,0.053003533568904596,0.4161490683229814,0.05976095617529881,0.044846577498033044,0.072,0.14754098360655737,0.0967741935483871,0.072,0.05976095617529881,0.06818181818181818,0.05172413793103448,0.016286644951140065,0.05741626794258373,0.07792207792207792,0.07894736842105263,0.0536779324055666,0.05389221556886228,0.06428571428571428,0.0536779324055666,0.03225806451612903,0.0536779324055666,0.045454545454545456,0.04918032786885246,0.05319148936170213,0.05357142857142857,0.6172839506172839,0.05357142857142857,0.0199203187250996,0.0536779324055666,0.072,1.0
